BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Low Medium Delay,High Delay
2000,BPR,2412163883,141698,MANGLA SONS,North,CDGH,RV,0.07,2,ZZ20,Credit,64980350,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.84,0.09,0.07
2000,BPR,2412163919,141698,MANGLA SONS,North,CDGH,RV,0.07,2,ZZ20,Credit,64980387,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.84,0.09,0.07
2000,BPR,2412163929,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980397,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163905,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980372,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163925,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980393,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163904,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980371,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163898,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980365,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163894,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980361,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163885,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980352,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163924,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980392,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163928,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980396,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163921,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980389,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163882,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980349,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163891,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980358,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163892,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980359,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163907,141698,MANGLA SONS,North,CDGH,RV,0.08,2,ZZ20,Credit,64980374,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412163899,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980366,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163895,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980362,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163988,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980456,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163931,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980399,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163888,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980355,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163916,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980384,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163902,141698,MANGLA SONS,North,CDGH,RV,0.09,2,ZZ20,Credit,64980369,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
2000,BPR,2412163017,141698,MANGLA SONS,North,CDGH,RV,0.1,2,ZZ20,Credit,64974521,22.12.2018,Dec,22-12-18,03-01-19,1221001,2019,2.59,33,No Delay,0.98,0.01,0.02
2000,BPR,2412163016,141698,MANGLA SONS,North,CDGH,RV,0.1,2,ZZ20,Credit,64974520,22.12.2018,Dec,22-12-18,03-01-19,1221001,2019,2.59,33,No Delay,0.98,0.01,0.02
2000,BPR,2412163991,141698,MANGLA SONS,North,CDGH,RV,0.07,3,ZZ20,Credit,64980459,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.84,0.09,0.07
2000,BPR,2412164008,141698,MANGLA SONS,North,CDGH,RV,0.08,3,ZZ20,Credit,64980476,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412164005,141698,MANGLA SONS,North,CDGH,RV,0.08,3,ZZ20,Credit,64980473,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.83,0.12,0.05
2000,BPR,2412164011,141698,MANGLA SONS,North,CDGH,RV,0.09,3,ZZ20,Credit,64980479,24.12.2018,Dec,24-12-18,05-01-19,1221001,2019,4.17,52,No Delay,0.85,0.11,0.04
4000,BPR,2418113842,139336,PASA ASSOCIATES PVT. LTD.,West,RPUR,RV,0.02,-7,Z002,Credit,63002267,30.12.2018,Dec,30-12-18,06-01-19,1221001,2019,0.0,0,No Delay,0.72,0.17,0.11
2000,BPR,2412165952,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.14,0,ZZ19,Credit,63004214,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.38,3,No Delay,0.86,0.11,0.03
2000,BPR,2412166015,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.15,0,ZZ19,Credit,63004293,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,0.38,3,No Delay,0.92,0.06,0.02
2000,BPR,2412162641,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.14,0,ZZ19,Credit,64971067,21.12.2018,Dec,21-12-18,31-12-18,1221001,2019,1.38,10,No Delay,0.86,0.1,0.04
2500,BPR,2410324880,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.12,0,ZZ41,Credit,64980593,25.12.2018,Dec,25-12-18,04-01-19,1221001,2019,0.58,4,No Delay,0.61,0.19,0.2
2500,BPR,2410324922,136453,G.R. GUPTA & BROS.,North,FBAD,RV,0.12,0,ZZ41,Credit,64983732,26.12.2018,Dec,26-12-18,05-01-19,1221001,2019,0.4,3,No Delay,0.64,0.17,0.19
9600,BPR,2116043928,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.16,0,ZZ36,Credit,63002146,30.12.2018,Dec,30-12-18,04-01-19,1221001,2019,7.53,52,No Delay,0.61,0.19,0.2
9600,BPR,2116043939,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.16,0,ZZ36,Credit,63003623,30.12.2018,Dec,30-12-18,04-01-19,1221001,2019,7.53,52,No Delay,0.61,0.19,0.2
9600,BPR,2116043940,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.16,1,ZZ36,Credit,63003628,30.12.2018,Dec,30-12-18,04-01-19,1221001,2019,7.53,52,No Delay,0.61,0.19,0.2
2000,BPR,2278029219,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.17,1,ZZ36,Credit,64991031,27.12.2018,Dec,27-12-18,01-01-19,1221001,2019,2.95,21,No Delay,0.52,0.38,0.1
2000,BPR,2278029220,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.08,2,ZZ36,Credit,64991032,27.12.2018,Dec,27-12-18,01-01-19,1221001,2019,2.95,21,No Delay,0.67,0.17,0.16
2000,BPR,2278029224,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.21,1,ZZ36,Credit,64993856,28.12.2018,Dec,28-12-18,02-01-19,1221001,2019,3.88,29,No Delay,0.63,0.22,0.15
2000,BPR,2278029225,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.09,1,ZZ36,Credit,64993857,28.12.2018,Dec,28-12-18,02-01-19,1221001,2019,3.88,29,No Delay,0.67,0.12,0.21
1000,BPR,2412163306,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,64976596,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.69,19,No Delay,0.83,0.13,0.04
1000,BPR,2412163307,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,64976597,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.69,19,No Delay,0.83,0.13,0.04
2000,BPR,2412165940,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.1,0,ZZ18,Credit,63004198,30.12.2018,Dec,30-12-18,07-01-19,1221001,2019,7.53,52,No Delay,0.65,0.19,0.16
1000,BPR,2412166204,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,0,ZZ41,Credit,63004705,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,7.53,52,No Delay,0.52,0.24,0.23
1000,BPR,2412166208,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.11,0,ZZ41,Credit,63004710,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,7.53,52,No Delay,0.54,0.24,0.22
1000,BPR,2412166210,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,63004712,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,7.53,52,No Delay,0.52,0.24,0.24
1000,BPR,2412166211,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,0,ZZ41,Credit,63004713,30.12.2018,Dec,30-12-18,09-01-19,1221001,2019,7.53,52,No Delay,0.52,0.24,0.24
2000,BPR,2426113116,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.07,0,ZZ18,Credit,64991731,27.12.2018,Dec,27-12-18,04-01-19,1221001,2019,2.95,21,No Delay,0.72,0.11,0.17
2000,BPR,2426113117,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.04,0,ZZ18,Credit,64991732,27.12.2018,Dec,27-12-18,04-01-19,1221001,2019,2.95,21,No Delay,0.74,0.12,0.14
2000,BPR,2424231198,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.3,9,ZZ19,Credit,64975376,23.12.2018,Dec,23-12-18,02-01-19,1221001,2019,2.1,11,No Delay,0.93,0.06,0.01
1000,BPR,2452148133,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-5,Z007,Credit,63008412,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.52,0.34,0.14
1000,BPR,2452148137,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.26,1,Z007,Credit,63008571,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.6,0.32,0.08
1000,BPR,2452148139,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.24,1,Z007,Credit,63008614,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.45,0.46,0.09
1000,BPR,2452148153,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.26,1,Z007,Credit,63008954,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.6,0.32,0.08
1000,BPR,2452148154,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,1,Z007,Credit,63009036,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.4,0.33,0.26
1000,BPR,2452148155,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63009243,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.42,0.33,0.25
1000,BPR,2452148158,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63009314,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.42,0.33,0.25
9600,BPR,2452148159,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,1,Z007,Credit,63009315,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.41,0.32,0.27
1000,BPR,2452148065,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.24,-19,Z007,Credit,63003532,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.5,0.4,0.1
1000,BPR,2452147965,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.25,-13,Z007,Credit,64994408,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.66,0.17,0.18
9600,BPR,2452148061,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.16,-19,Z007,Credit,63002678,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.48,0.26,0.26
1000,BPR,2452147966,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.23,-13,Z007,Credit,64994418,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.54,0.34,0.12
1000,BPR,2452147974,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.25,-11,Z007,Credit,64997224,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.62,0.22,0.16
9600,BPR,2452147970,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.23,-12,Z007,Credit,64995026,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,Low Delay,0.38,0.49,0.13
9600,BPR,2452148025,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-19,Z007,Credit,63001841,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
1000,BPR,2452148026,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-19,Z007,Credit,63001862,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.57,0.25,0.18
1000,BPR,2452148063,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-19,Z007,Credit,63003383,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.57,0.25,0.18
1000,BPR,2452148066,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-18,Z007,Credit,63003551,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.57,0.25,0.18
9600,BPR,2452147934,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-16,Z007,Credit,64992495,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.64,0.15,0.21
1000,BPR,2452148064,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,-19,Z007,Credit,63003518,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.48,0.23,0.29
1000,BPR,2452147909,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-15,Z007,Credit,64989702,27.12.2018,Dec,27-12-18,26-01-19,1221001,2019,2.95,21,No Delay,0.73,0.08,0.2
1000,BPR,2452147910,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-15,Z007,Credit,64989718,27.12.2018,Dec,27-12-18,26-01-19,1221001,2019,2.95,21,No Delay,0.73,0.08,0.2
1000,BPR,2452147924,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-15,Z007,Credit,64990553,27.12.2018,Dec,27-12-18,26-01-19,1221001,2019,2.95,21,No Delay,0.7,0.08,0.22
9600,BPR,2452147930,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-15,Z007,Credit,64990756,27.12.2018,Dec,27-12-18,26-01-19,1221001,2019,2.95,21,No Delay,0.47,0.18,0.34
1000,BPR,2452147971,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-13,Z007,Credit,64997163,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.62,0.18,0.2
1000,BPR,2452147969,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-13,Z007,Credit,64995004,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.64,0.1,0.26
1000,BPR,2452147972,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-13,Z007,Credit,64997188,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.62,0.18,0.2
1000,BPR,2452147973,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-12,Z007,Credit,64997203,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.53,0.16,0.31
2000,BPR,2452147994,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-11,Z007,Credit,64998376,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.47,0.18,0.34
2000,BPR,2452147975,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-11,Z007,Credit,64997242,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.47,0.18,0.34
2000,BPR,2426908826,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-10,Z007,Credit,64969205,21.12.2018,Dec,21-12-18,20-01-19,1221001,2019,1.79,13,No Delay,0.64,0.06,0.3
1000,BPR,2452147995,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-11,Z007,Credit,64998393,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.62,0.18,0.2
1000,BPR,2452147967,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,-13,Z007,Credit,64994436,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.53,0.11,0.36
1000,BPR,2452147996,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-10,Z007,Credit,64998417,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.65,0.17,0.19
9600,BPR,2452148068,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.24,-6,Z007,Credit,63003581,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,Low Delay,0.39,0.48,0.12
9600,BPR,2452147997,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-10,Z007,Credit,64998430,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.49,0.23,0.28
9600,BPR,2452148001,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-9,Z007,Credit,64998678,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.64,0.21,0.15
1000,BPR,2452147998,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-9,Z007,Credit,64998444,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.62,0.18,0.2
1000,BPR,2452147976,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,-11,Z007,Credit,64997264,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.52,0.16,0.32
1000,BPR,2452147968,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.09,-13,Z007,Credit,64994454,28.12.2018,Dec,28-12-18,27-01-19,1221001,2019,3.88,29,No Delay,0.44,0.14,0.42
9600,BPR,2452148062,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.05,-19,Z007,Credit,63002679,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,Low Delay,0.32,0.49,0.18
1000,BPR,2452148012,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-7,Z007,Credit,64999405,29.12.2018,Dec,29-12-18,28-01-19,1221001,2019,5.61,39,No Delay,0.53,0.16,0.31
1000,BPR,2452148080,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-6,Z007,Credit,63004204,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.59,0.24,0.16
1000,BPR,2452148079,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-6,Z007,Credit,63004178,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.59,0.24,0.16
1000,BPR,2452148073,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-6,Z007,Credit,63003608,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.57,0.25,0.18
1000,BPR,2452148071,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-6,Z007,Credit,63003596,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.57,0.25,0.18
9600,BPR,2452148078,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-6,Z007,Credit,63004171,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
9600,BPR,2452148067,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-6,Z007,Credit,63003561,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
9600,BPR,2452148074,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-6,Z007,Credit,63003624,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.49,0.26,0.25
9600,BPR,2452148083,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.16,-5,Z007,Credit,63004328,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.48,0.26,0.26
9600,BPR,2452148122,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-5,Z007,Credit,63008243,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.57,0.31,0.13
9600,BPR,2452148081,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,-6,Z007,Credit,63004248,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.48,0.31,0.2
1000,BPR,2452148075,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.12,-6,Z007,Credit,63003625,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.48,0.23,0.29
9600,BPR,2452148084,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-5,Z007,Credit,63004345,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.63,0.24,0.13
1000,BPR,2452148082,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-5,Z007,Credit,63004285,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.59,0.24,0.16
9600,BPR,2452148085,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-5,Z007,Credit,63004358,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
9600,BPR,2452148115,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,-5,Z007,Credit,63008156,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,No Delay,0.41,0.32,0.27
9600,BPR,2452148088,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.15,-4,Z007,Credit,63004430,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.63,0.24,0.13
9600,BPR,2452148087,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-4,Z007,Credit,63004427,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
9600,BPR,2452148086,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.14,-4,Z007,Credit,63004425,30.12.2018,Dec,30-12-18,29-01-19,1221001,2019,7.53,52,No Delay,0.66,0.24,0.1
9600,BPR,2452148104,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.07,-7,Z007,Credit,63007485,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.5,0.19
9600,BPR,2452148102,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.09,-5,Z007,Credit,63007342,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.38,0.39,0.23
9600,BPR,2452148116,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.05,-7,Z007,Credit,63008158,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.51,0.18
9600,BPR,2452148103,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.04,-7,Z007,Credit,63007344,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.51,0.18
9600,BPR,2452148125,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.04,-7,Z007,Credit,63008266,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.51,0.18
9600,BPR,2452148111,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.02,-7,Z007,Credit,63007786,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.5,0.18
9600,BPR,2452148105,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.02,-7,Z007,Credit,63007486,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.31,0.5,0.18
1000,BPR,2452148187,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.07,1,Z007,Credit,63010805,31.12.2018,Dec,31-12-18,30-01-19,1221001,2019,10.5,72,Low Delay,0.32,0.47,0.21
