BusA,CCAr,Reference,Account,Customer.Name,Zone,Bran,Ty,Local.Crcy.Amt,Arr..Clearing...Net.Due.Date.,PayT,Sale.Type,DocumentNo,Doc.Chq.dt,Month,Pstng.Date,Net.Due.Dt,G.L,Year,Pending_Amy,pending_cnt,Prediction,Low delay,Medium Delay,High Delay
2000,BPR,2483312866.0,164976,B ODHAVJI & COMPANY,West,PUNE,RV,0.24,0,ZZ28,Credit,64951654,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,0.24,2,No Delay,0.51,0.19,0.31
1000,BPR,2412160634.0,163586,VATIKA TRACOM PVT. LTD.,North,JPUR,RV,0.15,-2,ZZ18,Credit,64952230,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,0.44,3,No Delay,0.51,0.43,0.06
1000,BPR,2412160633.0,163586,VATIKA TRACOM PVT. LTD.,North,JPUR,RV,0.15,-2,ZZ18,Credit,64952229,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,0.44,3,No Delay,0.51,0.43,0.06
3000,BPR,2485216286.0,163486,Rohit & Co.,West,BOMB,RV,0.07,11,ZZ28,Credit,64951914,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,4.66,37,0 to 20,0.2,0.68,0.12
3000,BPR,2485216288.0,163486,Rohit & Co.,West,BOMB,RV,0.13,11,ZZ28,Credit,64951952,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,4.66,37,0 to 20,0.18,0.67,0.14
3000,BPR,2485216291.0,163486,Rohit & Co.,West,BOMB,RV,0.15,11,ZZ28,Credit,64951969,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,4.66,37,0 to 20,0.19,0.61,0.2
1000,BPR,2473285753.0,161312,GOVINDARAJA MUDALIAR SONS PVT,South,MADS,RV,0.15,9,Z001,Cash,64949705,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,2.29,30,0 to 20,0.37,0.46,0.17
2000,BPR,2424231074.0,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.02,3,ZZ19,Credit,64952357,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.56,6,0 to 20,0.32,0.65,0.04
2000,BPR,2424231075.0,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.11,4,ZZ19,Credit,64952358,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.56,6,0 to 20,0.32,0.64,0.03
2000,BPR,2424231073.0,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.16,3,ZZ19,Credit,64952329,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.56,6,0 to 20,0.33,0.59,0.08
2000,BPR,2424231072.0,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.3,3,ZZ19,Credit,64952247,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.56,6,0 to 20,0.31,0.6,0.09
2000,BPR,2424231061.0,158122,WRINKLE DISTRIBUTORS PVT LTD.,West,AMED,RV,0.29,4,ZZ19,Credit,64950484,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.56,6,0 to 20,0.3,0.61,0.09
2000,BPR,2431601356.0,155536,TATA STEEL PROCESSING,East,CALS,RV,0.12,11,ZZ34,Credit,64950278,15.12.2018,Dec,15-12-18,17-12-18,1221001,2019,0.68,4,0 to 20,0.29,0.66,0.05
2000,BPR,2442038283.0,155536,TATA STEEL PROCESSING,East,CALS,RV,0.14,14,ZZ34,Credit,64951060,15.12.2018,Dec,15-12-18,17-12-18,1221001,2019,0.68,4,0 to 20,0.34,0.6,0.07
9600,BPR,2147090921.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.16,6,ZZ41,Credit,64956604,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.68,0.05
9600,BPR,2147090923.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.16,6,ZZ41,Credit,64956607,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.68,0.05
9600,BPR,2147090934.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.16,6,ZZ41,Credit,64956620,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.68,0.05
9600,BPR,2147091004.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.16,6,ZZ41,Credit,64956699,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.68,0.05
2500,BPR,2410324357.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,6,ZZ41,Credit,64949722,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.69,0.03
2500,BPR,2410324358.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,6,ZZ41,Credit,64949740,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.69,0.03
2500,BPR,2410324380.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.13,6,ZZ41,Credit,64950902,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.3,0.67,0.03
2500,BPR,2410324387.0,154877,TATA STEEL PROCESSING,North,FBAD,RV,0.14,6,ZZ41,Credit,64951082,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,3.41,31,0 to 20,0.27,0.69,0.03
3000,BPR,2485216280.0,154641,TATA STEEL PROCESSING,West,PUNE,RV,0.14,13,ZZ28,Credit,64951715,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,15.21,108,0 to 20,0.17,0.67,0.16
9600,BPR,2432360365.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64950412,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.71,0.09,0.21
9600,BPR,2432360366.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64950423,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.71,0.09,0.21
9600,BPR,2432360374.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64951242,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.71,0.09,0.21
9600,BPR,2432360373.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64951233,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.71,0.09,0.21
9600,BPR,2432360386.0,154464,TATA STEEL PROCESSING,East,CALS,RV,0.12,0,Z001,Cash,64951880,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.71,0.09,0.21
4000,BPR,2421247268.0,153359,B.ODHAVJI  AND COMPANY RETAIL,West,BOMB,RV,0.14,0,Z001,Cash,64951908,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.83,0.1,0.07
4000,BPR,2432360382.0,151727,PAUL & COMPANY STEEL MERCHANTS,East,CALS,RV,0.14,0,Z001,Cash,64951569,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.17,1,No Delay,0.48,0.43,0.09
4000,BPR,2432360383.0,151727,PAUL & COMPANY STEEL MERCHANTS,East,CALS,RV,0.14,0,Z001,Cash,64951588,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.17,1,No Delay,0.48,0.43,0.09
1000,BPR,2431601364.0,147587,BIRMA INDUSTRIAL &,East,JAMS,RV,0.09,2,Z001,Cash,64950487,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.6,0.3,0.1
1000,BPR,2431601342.0,147587,BIRMA INDUSTRIAL &,East,JAMS,RV,0.1,2,Z001,Cash,64950077,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.6,0.3,0.1
1000,BPR,2431601333.0,147587,BIRMA INDUSTRIAL &,East,JAMS,RV,0.12,2,Z001,Cash,64950009,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.61,0.28,0.1
2000,BPR,2426112717.0,144917,BANSAL BROTHERS,North,FBAD,RV,0.14,-1,ZZ19,Credit,64950463,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.49,4,No Delay,0.48,0.42,0.09
4000,BPR,2341068377.0,140548,HINDUSTAN SALES CORPORATION,North,CDGH,RV,0.14,0,Z001,Cash,64951405,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.68,0.25,0.07
4000,BPR,2341068376.0,140548,HINDUSTAN SALES CORPORATION,North,CDGH,RV,0.14,0,Z001,Cash,64951394,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.68,0.25,0.07
4000,BPR,2341068384.0,140548,HINDUSTAN SALES CORPORATION,North,CDGH,RV,0.03,0,Z001,Cash,64951536,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.47,0.44,0.09
4000,BPR,2341068382.0,140548,HINDUSTAN SALES CORPORATION,North,CDGH,RV,0.12,0,Z001,Cash,64951498,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.56,0.35,0.1
4000,BPR,4130037062.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.2,0,Z001,Cash,64951425,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.88,0.07,0.05
4000,BPR,4130037073.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.17,0,Z001,Cash,64951785,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.07,0.06
4000,BPR,4130037074.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.02,0,Z001,Cash,64951801,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.05,0.07
4000,BPR,4130037095.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.19,0,Z001,Cash,64952153,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.07,0.05
4000,BPR,4130037096.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.16,0,Z001,Cash,64952161,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.07,0.05
4000,BPR,4130037094.0,139244,THE INDIAN MINERAL CO ( RETAIL,South,BANG,RV,0.02,0,Z001,Cash,64952146,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.05,0.07
4000,BPR,2473285762.0,136818,M/S.PRABHU STEELS,South,MADS,RV,0.23,0,Z001,Cash,64950856,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.8,0.12,0.08
4000,BPR,2421247260.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.21,0,Z001,Cash,64951474,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.88,0.07,0.05
4000,BPR,2421247267.0,136818,M/S.PRABHU STEELS,South,COCH,RV,0.23,0,Z001,Cash,64951902,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.08,0.05
1000,BPR,2412160603.0,128543,VIKRANT IRON PRIVATE LIMITED,North,GBAD,RV,0.13,6,ZZ41,Credit,64952199,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,1.09,8,0 to 20,0.39,0.6,0.01
4000,BPR,1138400749.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64951071,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.58,0.34,0.08
4000,BPR,1138400753.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64951121,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.58,0.34,0.08
4000,BPR,1138400756.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64951147,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.58,0.34,0.08
4000,BPR,1138400765.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64951234,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.59,0.31,0.09
4000,BPR,1138400771.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64951708,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.59,0.31,0.09
4000,BPR,1138400774.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.17,0,Z001,Cash,64951763,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.59,0.31,0.09
4000,BPR,4130037088.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.16,0,Z001,Cash,64952074,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.6,0.26,0.14
4000,BPR,4130037093.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.18,0,Z001,Cash,64952142,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.56,0.29,0.15
4000,BPR,4130037097.0,127091,SAMRAT IRONS PRIVATE LIMITED,South,SBAD,RV,0.23,0,Z001,Cash,64952176,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.41,2,No Delay,0.58,0.25,0.17
2000,BPR,2483312867.0,124762,SKM GALVA,West,BOMB,RV,0.04,3,ZZ28,Credit,64951660,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.24,0.68,0.07
2000,BPR,2483312860.0,124762,SKM GALVA,West,BOMB,RV,0.08,3,ZZ28,Credit,64951502,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.24,0.69,0.07
2000,BPR,2483312859.0,124762,SKM GALVA,West,BOMB,RV,0.09,3,ZZ28,Credit,64951495,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.25,0.69,0.07
2000,BPR,2483312837.0,124762,SKM GALVA,West,BOMB,RV,0.18,3,ZZ28,Credit,64951119,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.2,0.52,0.27
2000,BPR,2483312834.0,124762,SKM GALVA,West,BOMB,RV,0.18,3,ZZ28,Credit,64951079,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.2,0.52,0.27
2000,BPR,2483312856.0,124762,SKM GALVA,West,BOMB,RV,0.19,3,ZZ28,Credit,64951485,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.22,0.5,0.28
2000,BPR,2483312836.0,124762,SKM GALVA,West,BOMB,RV,0.19,3,ZZ28,Credit,64951105,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.22,0.5,0.28
2000,BPR,2483312831.0,124762,SKM GALVA,West,BOMB,RV,0.19,3,ZZ28,Credit,64951050,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.22,0.5,0.28
2000,BPR,2483312833.0,124762,SKM GALVA,West,BOMB,RV,0.2,3,ZZ28,Credit,64951072,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.2,0.52,0.28
2000,BPR,2483312855.0,124762,SKM GALVA,West,BOMB,RV,0.2,3,ZZ28,Credit,64951482,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.2,0.52,0.28
2000,BPR,2483312838.0,124762,SKM GALVA,West,BOMB,RV,0.2,3,ZZ28,Credit,64951128,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.2,0.52,0.28
2000,BPR,2483312832.0,124762,SKM GALVA,West,BOMB,RV,0.23,3,ZZ28,Credit,64951061,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.19,0.52,0.29
2000,BPR,2483312858.0,124762,SKM GALVA,West,BOMB,RV,0.29,3,ZZ28,Credit,64951491,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,2.34,15,0 to 20,0.21,0.53,0.26
4000,BPR,2473285778.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.12,2,Z001,Cash,64952173,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,1.44,7,0 to 20,0.4,0.51,0.08
4000,BPR,2473285767.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,2,Z001,Cash,64951487,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,1.44,7,0 to 20,0.31,0.5,0.19
4000,BPR,2473285769.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.18,2,Z001,Cash,64951620,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,1.44,7,0 to 20,0.31,0.5,0.19
4000,BPR,2473285768.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.21,2,Z001,Cash,64951539,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,1.44,7,0 to 20,0.3,0.49,0.21
4000,BPR,2473285770.0,121899,V.N.C. STEEL DISTRIBUTORS,South,MADS,RV,0.22,2,Z001,Cash,64951787,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,1.44,7,0 to 20,0.31,0.48,0.21
4000,BPR,1253021317.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.14,0,Z001,Cash,64951209,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.78,0.15,0.07
4000,BPR,1253021319.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.12,0,Z001,Cash,64951406,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.76,0.14,0.1
4000,BPR,1253021320.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.14,0,Z001,Cash,64951490,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.78,0.15,0.07
4000,BPR,2432360387.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.15,0,Z001,Cash,64951906,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.69,0.2,0.11
4000,BPR,2432360389.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.14,0,Z001,Cash,64952048,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.69,0.2,0.12
4000,BPR,2432360390.0,121377,R.G.STEEL & CO.,East,CALS,RV,0.12,0,Z001,Cash,64952067,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.69,0.16,0.14
2000,BPR,2426908757.0,121328,RS BOKARO METAL (P) LTD.,East,JAMS,RV,0.17,3,Z001,Cash,64951575,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.45,3,0 to 20,0.35,0.59,0.06
3000,BPR,2485216267.0,120961,SKM STEELS LTD,West,INDR,RV,0.12,0,ZZ28,Credit,64950925,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,0.86,6,0 to 20,0.41,0.51,0.08
3000,BPR,2485216279.0,120612,SKM STEELS LIMITED(CRCADIVISIO,West,BOMB,RV,0.14,6,ZZ28,Credit,64951677,15.12.2018,Dec,15-12-18,18-12-18,1221001,2019,11.54,88,0 to 20,0.39,0.49,0.13
4000,BPR,2421247261.0,119487,INDU CORPORATION PRIVATE LIMIT,West,BOMB,RV,0.18,0,Z001,Cash,64951506,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.26,2,No Delay,0.48,0.34,0.18
2000,BPR,2424231057.0,117583,BIHANI ENTERPRISES,North,JPUR,RV,0.28,-3,ZZ18,Credit,64949836,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,0.91,4,No Delay,0.61,0.31,0.08
2000,BPR,2424231058.0,117583,BIHANI ENTERPRISES,North,JPUR,RV,0.02,-3,ZZ18,Credit,64949841,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,0.91,4,No Delay,0.66,0.32,0.02
4000,BPR,2459060009.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.17,0,Z001,Cash,64950515,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.85,0.08,0.07
4000,BPR,2459060010.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.12,0,Z001,Cash,64950527,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.8,0.12,0.09
4000,BPR,2459060013.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.13,0,Z001,Cash,64951395,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.8,0.12,0.07
4000,BPR,2459060014.0,117281,MRH ASSOCIATES,North,CDGH,RV,0.12,0,Z001,Cash,64951688,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.8,0.12,0.09
4000,BPR,2261500292.0,117181,NEELKANTH STEEL&ALLOYS - GBAD,North,DELI,RV,0.18,0,Z001,Cash,64951443,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.86,0.09,0.05
4000,BPR,2261500294.0,117181,NEELKANTH STEEL&ALLOYS - GBAD,North,DELI,RV,0.19,0,Z001,Cash,64951516,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.09,0.05
4000,BPR,2261500299.0,117181,NEELKANTH STEEL&ALLOYS - GBAD,North,DELI,RV,0.19,0,Z001,Cash,64951652,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,0.0,0,No Delay,0.87,0.09,0.05
1000,BPR,2426908753.0,116735,RAKESH STEELS,North,FBAD,RV,0.14,0,ZZ41,Credit,64950095,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,2.8,18,No Delay,0.52,0.46,0.03
1000,BPR,2351199832.0,116735,RAKESH STEELS,North,FBAD,RV,0.14,0,Z001,Cash,64951368,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,2.8,18,No Delay,0.69,0.26,0.04
1000,BPR,2351199831.0,116735,RAKESH STEELS,North,FBAD,RV,0.06,0,Z001,Cash,64951367,15.12.2018,Dec,15-12-18,15-12-18,1221001,2019,2.8,18,No Delay,0.69,0.28,0.03
2000,BPR,2442038286.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952326,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.5,0.44,0.06
2000,BPR,2442038284.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64952324,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.49,0.44,0.07
2000,BPR,2442038285.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952325,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.5,0.44,0.06
2000,BPR,2442038287.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952327,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.5,0.44,0.06
2000,BPR,2412160735.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952421,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.46,0.49,0.05
2000,BPR,2412160732.0,116649,SAGAR STEELS,East,GWAH,RV,0.05,0,ZZ19,Credit,64952418,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.51,0.44,0.05
1000,BPR,2412160725.0,116649,SAGAR STEELS,East,GWAH,RV,0.13,0,ZZ19,Credit,64952411,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.53,0.43,0.04
1000,BPR,2412160718.0,116649,SAGAR STEELS,East,GWAH,RV,0.1,0,ZZ19,Credit,64952404,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.55,0.41,0.04
2000,BPR,2412160733.0,116649,SAGAR STEELS,East,GWAH,RV,0.06,0,ZZ19,Credit,64952419,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.5,0.46,0.05
2000,BPR,2412160737.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64952423,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.45,0.49,0.06
1000,BPR,2412160726.0,116649,SAGAR STEELS,East,GWAH,RV,0.11,0,ZZ19,Credit,64952412,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.55,0.4,0.04
2000,BPR,2412160736.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64952422,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.45,0.49,0.06
2000,BPR,2412160739.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952425,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.46,0.49,0.05
2000,BPR,2412160734.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952420,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.46,0.49,0.05
2000,BPR,2412160738.0,116649,SAGAR STEELS,East,GWAH,RV,0.15,0,ZZ19,Credit,64952424,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,0 to 20,0.45,0.49,0.06
1000,BPR,2412160775.0,116649,SAGAR STEELS,East,GWAH,RV,0.1,0,ZZ19,Credit,64952464,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.55,0.41,0.04
1000,BPR,2412160770.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952459,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.54,0.41,0.05
1000,BPR,2412160771.0,116649,SAGAR STEELS,East,GWAH,RV,0.14,0,ZZ19,Credit,64952460,15.12.2018,Dec,15-12-18,25-12-18,1221001,2019,0.17,1,No Delay,0.54,0.41,0.05
9600,BPR,2147091127.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.14,1,ZZ40,Credit,64957813,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,6.41,210,No Delay,0.5,0.47,0.03
9600,BPR,2147091129.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.15,1,ZZ40,Credit,64957815,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,6.41,210,No Delay,0.51,0.47,0.03
9600,BPR,2147091134.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.15,1,ZZ40,Credit,64957820,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,6.41,210,No Delay,0.51,0.47,0.03
9600,BPR,2147091141.0,116465,SRI BALAJI STEEL TRADERS,South,MADS,RV,0.13,1,ZZ40,Credit,64957828,15.12.2018,Dec,15-12-18,23-12-18,1221001,2019,6.41,210,No Delay,0.49,0.48,0.02
