,Material No,Matl Group,MG 1,MG 2,MG 3,WidthXThk,PROFILE,COLOUR,LOCK MAKE,Design
1814,1279387,1,1,1,1,175,0,7,6,E02
1815,1279388,1,1,1,1,175,0,0,6,E02
1816,1279390,1,1,1,1,175,0,7,6,E02
1817,1279391,1,1,1,1,175,0,0,6,E02
1818,1279407,1,1,1,1,599,2,11,15,PLAINWOOD
1819,1279508,1,0,0,1,185,0,8,6,E02
1820,1279558,1,0,0,1,786,9,7,13,E01
1821,1279567,1,1,1,1,786,0,1,16,PLAINWOOD
1822,1279693,1,1,1,1,721,0,25,6,PLAINSTEEL
1823,1279762,1,1,1,1,791,0,7,15,PLAINWOOD
1824,1279771,1,1,1,1,885,0,25,6,PLAINSTEEL
1825,1279780,1,0,0,1,22,2,7,6,E32
1826,1282965,1,1,1,1,20,0,1,21,PLAINWOOD
1827,1283021,1,0,0,1,520,0,1,6,PLAINWOOD
1828,1283052,1,1,1,1,185,10,25,6,PLAINSTEEL
1829,1283078,1,0,0,1,12,4,29,19,PLAINSTEEL
1830,1283148,1,1,1,1,185,0,8,6,E32
1831,1283162,1,0,0,1,867,0,1,12,E05
1832,1283177,1,1,1,1,809,2,7,21,E32
1833,1283181,1,1,1,1,809,2,7,21,PLAINWOOD
1834,1291862,1,1,1,1,822,2,2,21,PLAINWOOD
1835,1292251,1,0,0,0,414,2,7,6,PLAINWOOD
1836,1292252,1,0,0,0,414,2,7,6,PLAINWOOD
1837,1291908,1,1,1,1,822,2,1,6,PLAINWOOD
1838,1291954,1,0,0,1,175,2,0,12,E05
1839,1291957,1,1,1,1,115,0,1,6,E05
1840,1291977,1,0,0,1,219,2,7,12,E02
1841,1291987,1,0,0,1,26,2,0,12,E32
1842,1291997,1,1,1,1,175,0,8,12,E32
1843,1291998,1,1,1,1,175,0,8,12,E32
1844,1292010,1,0,0,1,175,2,1,12,E32
1845,1292019,1,1,1,1,51,5,7,6,E18
1846,1292020,1,1,1,1,51,5,7,6,E18
1847,1292032,1,1,1,1,47,5,1,6,PLAINWOOD
1848,1292035,1,1,1,1,547,5,27,6,PLAINSTEEL
1849,1292085,1,0,0,0,219,2,0,12,PLAINWOOD
1850,1292251,1,0,0,0,414,2,7,6,PLAINWOOD
1851,1292252,1,0,0,0,414,2,7,6,PLAINWOOD
1852,1292138,1,1,1,1,716,5,3,6,PLAINWOOD
1853,1292139,1,1,1,1,716,5,3,6,PLAINWOOD
1854,1292140,1,1,1,1,716,5,7,6,PLAINWOOD
1855,1292241,1,1,1,1,716,0,1,6,E32
1856,1293113,1,1,1,1,762,0,0,21,E32
1857,1293127,1,0,0,1,219,0,8,12,PLAINWOOD
1858,1293128,1,0,0,1,219,0,8,12,PLAINWOOD
1859,1293129,1,0,0,1,219,0,25,12,PLAINSTEEL
1860,1293136,1,0,0,1,175,0,7,6,E01
1861,1293149,1,1,1,1,175,0,7,6,E05
1862,1293158,1,1,1,1,47,0,1,6,PLAINWOOD
1863,1293177,1,1,1,1,48,0,8,6,E05
1864,1293178,1,1,1,1,786,10,25,6,PLAINSTEEL
1865,1293227,1,0,0,1,175,0,1,12,E05
1866,1293262,1,1,1,1,185,2,7,6,E32
1867,1293274,1,0,0,1,124,0,0,6,E05
1868,1293275,1,0,0,1,124,0,0,6,E05
1869,1293276,1,0,0,1,124,0,0,6,E32
1870,1293277,1,0,0,1,124,0,0,6,E32
1871,1293339,1,0,0,1,776,0,7,12,E18
1872,1293370,1,1,1,1,175,0,1,6,E18
1873,1293381,1,0,0,1,599,2,7,15,PLAINWOOD
1874,1293412,1,0,0,1,18,0,1,6,PLAINWOOD
1875,1293417,1,1,1,1,547,10,0,6,PLAINWOOD
1876,1293421,1,0,0,0,826,2,7,5,PLAINWOOD
1877,1293432,1,1,1,1,191,5,1,15,PLAINWOOD
1878,1293593,1,0,0,1,871,0,25,6,PLAINSTEEL
1879,1293594,1,0,0,1,769,0,1,6,E18
1880,1293608,1,0,0,1,317,8,7,6,E32
1881,1293636,1,1,1,1,776,0,0,21,E02
1882,1293644,1,0,0,1,599,0,25,12,PLAINSTEEL
1883,1293657,1,1,1,1,47,0,3,6,E01
1884,1293670,1,0,0,0,444,0,0,6,PLAINWOOD
1885,1293731,1,0,0,1,188,0,0,12,E01
1886,1293883,1,0,0,0,465,4,24,5,PLAINSTEEL
1887,1293893,1,0,0,1,478,4,18,20,PLAINSTEEL
1888,1293896,1,0,0,0,455,4,18,5,PLAINSTEEL
1889,1293932,1,0,0,1,188,0,0,12,E01
1890,1295937,1,1,1,1,181,0,8,6,E32
1891,1295988,1,1,1,1,588,0,7,6,PLAINWOOD
1892,1295997,1,1,1,1,563,2,7,6,PLAINWOOD
1893,1297522,1,0,0,1,185,0,8,12,E32
1894,1297983,1,0,0,1,121,0,1,6,E18
1895,1297985,1,1,1,1,771,0,19,6,PLAINSTEEL
1896,1298006,1,1,1,1,776,10,7,21,PLAINWOOD
1897,1298069,1,0,0,0,22,8,7,6,PLAINWOOD
1898,1298075,1,1,1,1,326,0,7,18,PLAINWOOD
1899,1298078,1,1,1,1,907,0,7,18,PLAINWOOD
1900,1298089,1,0,0,1,279,0,3,9,E01
1901,1298236,1,0,0,1,12,0,8,12,PLAINWOOD
1902,1298307,1,0,0,1,185,0,1,6,E32
1903,1298334,1,1,1,1,822,0,3,6,E05
1904,1298359,1,0,0,1,192,0,1,12,E32
1905,1298372,1,1,1,1,560,0,25,6,PLAINSTEEL
1906,1298373,1,1,1,1,795,0,0,6,PLAINWOOD
1907,1298404,1,1,1,1,641,0,7,21,PLAINWOOD
1908,1301830,1,0,0,1,175,0,0,12,E18
1909,1301882,1,1,1,1,640,0,1,6,PLAINWOOD
1910,1301981,1,1,1,1,773,0,1,6,E05
1911,1301985,1,1,1,1,783,0,1,6,E05
1912,1302007,1,1,1,1,185,0,3,6,PLAINWOOD
1913,1302034,1,1,1,1,8,0,1,6,E01
1914,1302042,1,1,1,1,598,10,25,6,PLAINSTEEL
1915,1302062,1,1,1,1,814,0,3,6,E18
1916,1302128,1,0,0,1,175,0,1,6,E32
1917,1303596,1,1,1,1,797,0,25,7,PLAINSTEEL
1918,1303600,1,1,1,1,571,0,25,7,PLAINSTEEL
1919,1303684,1,1,1,1,776,11,25,6,PLAINSTEEL
1920,1303689,1,1,1,1,765,0,0,6,PLAINWOOD
1921,1303737,1,1,1,1,721,10,8,21,PLAINWOOD
1922,1303738,1,1,1,1,721,10,8,21,PLAINWOOD
1923,1303776,1,0,0,1,627,2,28,6,PLAINSTEEL
1924,1303783,1,1,1,1,913,0,7,6,E32
1925,1303788,1,1,1,1,776,0,1,21,E01
1926,1303813,1,1,1,1,591,2,3,15,PLAINWOOD
1927,1303817,1,1,1,1,19,0,25,6,PLAINSTEEL
1928,1303821,1,0,0,1,185,2,8,12,E32
1929,1303876,1,1,1,1,191,0,7,21,E01
1930,1303894,1,0,0,1,185,7,8,12,E18
1931,1303913,1,0,0,1,118,0,26,6,PLAINSTEEL
1932,1303973,1,0,0,1,31,2,7,8,E32
1933,1303974,1,0,0,1,31,2,7,8,E32
1934,1303975,1,1,1,1,828,2,7,21,PLAINWOOD
1935,1303987,1,1,1,1,776,5,1,21,PLAINWOOD
1936,1304026,1,0,0,1,776,2,8,12,E01
1937,1304037,1,0,0,1,62,6,1,12,E01
1938,1307695,1,1,1,1,776,5,1,6,PLAINWOOD
1939,1307710,1,0,0,1,185,7,8,6,E32
1940,1307722,1,1,1,1,561,0,5,6,PLAINWOOD
1941,1307733,1,0,0,1,26,2,7,12,E01
1942,1307735,1,0,0,1,26,8,7,12,E32
1943,1307782,1,1,1,1,317,0,25,7,PLAINSTEEL
1944,1307789,1,0,0,1,328,8,7,12,E01
1945,1307792,1,1,1,1,175,0,25,6,PLAINSTEEL
1946,1307799,1,0,0,1,317,0,0,6,E32
1947,1307815,1,0,0,0,822,0,7,12,PLAINWOOD
1948,1307868,1,1,1,1,641,2,3,6,PLAINWOOD
1949,1307877,1,1,1,1,762,0,7,6,PLAINWOOD
1950,1307904,1,0,0,1,125,0,1,6,E18
1951,1307984,1,0,0,1,317,0,1,12,E01
1952,1307986,1,0,0,1,12,0,1,12,E18
1953,1308025,1,1,1,1,913,5,7,6,E32
1954,1308027,1,1,1,1,570,5,30,15,PLAINSTEEL
1955,1308028,1,0,0,1,338,5,30,6,PLAINSTEEL
1956,1308084,1,1,1,1,178,0,7,6,PLAINWOOD
1957,1308126,1,1,1,1,599,0,25,7,PLAINSTEEL
1958,1308154,1,0,0,1,776,0,1,12,E18
1959,1308319,1,1,1,1,896,0,25,15,PLAINSTEEL
1960,1207841,1,0,0,1,185,0,7,6,E32
1961,1207877,1,0,0,1,175,0,7,6,E32
1962,1207895,1,0,0,1,175,0,8,6,
1963,1207948,1,1,1,1,197,0,8,21,E32
1964,1207992,1,0,0,1,118,0,8,6,E32
1965,1208087,1,0,0,1,762,0,8,6,
1966,1208126,1,1,1,1,822,2,7,6,E32
1967,1208187,1,1,1,1,219,0,8,6,E18
1968,1208214,1,0,0,1,822,2,1,6,E32
1969,1208655,1,1,1,1,822,0,3,15,
1970,1208724,1,1,1,1,197,5,8,21,E32
1971,1233000,0,1,1,1,175,0,16,21,PLAINSTEEL
1972,1233064,0,1,1,1,762,0,12,15,PLAINSTEEL
1973,1233101,0,0,0,1,26,2,7,6,E18
1974,1233105,0,1,1,1,591,2,8,15,PLAINWOOD
1975,1233252,0,1,1,1,566,0,7,6,PLAINWOOD
1976,1233385,0,1,1,1,721,0,1,21,PLAINWOOD
1977,1233400,0,0,0,1,776,0,16,6,PLAINSTEEL
1978,1233456,0,1,1,1,776,0,12,6,PLAINSTEEL
1979,1233550,0,0,0,1,776,0,16,6,PLAINSTEEL
1980,1234560,0,1,1,1,822,2,6,21,E32
1981,1234593,0,0,0,1,822,2,1,6,PLAINWOOD
1982,1234680,0,1,1,1,151,0,7,6,E32
1983,1234698,0,1,1,1,822,0,3,15,PLAINWOOD
1984,1234776,0,1,1,1,808,0,16,6,PLAINSTEEL
1985,1234925,0,1,1,1,219,0,16,6,PLAINSTEEL
1986,1234936,0,1,1,1,219,0,8,6,PLAINWOOD
1987,1234957,0,1,1,1,765,0,7,21,PLAINWOOD
1988,1225853,0,1,1,1,774,0,8,6,PLAINWOOD
1989,1226431,0,1,1,1,774,0,1,6,PLAINWOOD
1990,1226903,0,0,0,1,786,0,7,6,E32
1991,1227053,0,1,1,1,185,0,7,6,E18
1992,1227303,0,1,1,1,47,0,1,6,E05
1993,1227304,0,1,1,1,47,0,1,6,E05
1994,1238722,1,0,0,1,317,1,8,6,PLAINWOOD
1995,1238754,1,1,1,1,776,1,7,6,PLAINWOOD
1996,1239527,1,0,0,1,219,2,7,6,E01
1997,1239547,1,0,0,1,822,2,0,6,PLAINWOOD
1998,1239551,1,0,0,1,26,2,3,6,E32
1999,1239597,1,0,0,1,26,2,8,6,E32
2000,1240087,1,1,1,1,175,1,8,6,E01
2001,1240250,1,1,1,1,776,1,7,6,PLAINWOOD
2002,1256001,1,1,1,1,762,0,7,6,E32
2003,1256003,1,1,1,1,599,2,0,6,PLAINWOOD
2004,1256065,1,1,1,1,591,2,0,6,PLAINWOOD
2005,1256088,1,1,1,1,765,0,3,6,PLAINWOOD
2006,1256101,1,0,0,1,786,2,0,6,E32
2007,1256104,1,1,1,1,822,2,1,21,PLAINWOOD
2008,1256126,1,1,1,1,762,0,7,21,PLAINWOOD
2009,1256284,1,1,1,1,185,0,17,6,PLAINSTEEL
2010,1256328,1,1,1,1,591,0,16,21,PLAINSTEEL
2011,1258272,1,0,0,1,197,7,8,12,PLAINWOOD
2012,1258332,1,1,1,1,822,2,1,21,E32
2013,1258378,1,1,1,1,185,7,7,21,PLAINWOOD
2014,1258379,1,1,1,1,185,7,7,21,PLAINWOOD
2015,1258445,1,1,1,1,51,5,1,6,E18
2016,1258465,1,1,1,1,786,0,7,6,E01
2017,1258488,1,1,1,1,175,0,3,6,E18
2018,1258525,1,1,1,1,776,0,16,6,PLAINSTEEL
2019,1279642,1,1,1,1,786,0,30,21,PLAINSTEEL
2020,1269173,1,1,1,1,786,0,19,6,PLAINSTEEL
2021,1293466,1,1,1,1,118,0,25,15,PLAINSTEEL
2022,1259653,1,1,1,1,47,0,1,6,PLAINWOOD
2023,1259654,1,1,1,1,200,0,15,0,PLAINSTEEL
2024,1259655,1,1,1,1,200,0,15,0,PLAINSTEEL
2025,1259656,1,1,1,1,265,0,15,0,PLAINSTEEL
2026,1259659,1,0,0,1,818,2,3,6,E32
2027,1259660,1,1,1,1,615,0,1,21,PLAINWOOD
2028,1259663,1,1,1,1,820,0,1,6,E18
2029,1259671,1,0,0,1,721,0,25,6,PLAINSTEEL
2030,1259672,1,1,1,1,51,0,7,21,PLAINWOOD
2031,1259677,1,0,0,1,185,9,7,12,E32
2032,1259678,1,1,1,1,831,2,0,21,PLAINWOOD
2033,1259682,1,1,1,1,599,0,7,21,PLAINWOOD
2034,1259688,1,1,1,1,637,2,0,6,PLAINWOOD
2035,1259693,1,1,1,1,26,0,8,6,E32
2036,1259826,1,1,1,1,820,0,3,6,PLAINWOOD
2037,1259835,1,1,1,1,820,0,7,6,E18
2038,1259858,1,1,1,1,715,0,0,6,PLAINWOOD
2039,1259873,1,0,0,1,786,0,1,12,PLAINWOOD
2040,1260963,1,1,1,1,197,0,1,21,E18
2041,1260964,1,1,1,1,776,0,25,21,PLAINSTEEL
2042,1260968,1,1,1,1,219,2,7,21,PLAINWOOD
2043,1260970,1,0,0,0,822,8,8,6,PLAINWOOD
2044,1260971,1,0,0,0,822,2,8,6,PLAINWOOD
2045,1260972,1,0,0,1,24,2,7,6,E32
2046,1260974,1,1,1,1,822,2,8,21,E05
2047,1260975,1,1,1,1,641,2,7,15,PLAINWOOD
2048,1260978,1,1,1,1,600,2,7,6,PLAINWOOD
2049,1260979,1,1,1,1,810,2,7,21,E32
2050,1260980,1,1,1,1,810,2,7,21,E32
2051,1260981,1,1,1,1,30,2,7,21,E02
2052,1260982,1,0,0,1,26,2,7,5,PLAINWOOD
2053,1260983,1,0,0,0,822,0,7,5,PLAINWOOD
2054,1261036,1,1,1,1,185,0,7,15,E05
2055,1262914,1,0,0,1,841,7,7,6,PLAINWOOD
2056,1262916,1,1,1,1,841,0,7,6,PLAINWOOD
2057,1262917,1,0,0,1,561,2,7,6,PLAINWOOD
2058,1262918,1,0,0,1,197,8,7,6,E32
2059,1263015,1,1,1,1,765,0,7,21,PLAINWOOD
2060,1263066,1,0,0,0,26,2,0,6,PLAINWOOD
2061,1263111,1,1,1,1,70,0,25,6,PLAINSTEEL
2062,1263115,1,1,1,1,776,2,7,6,PLAINWOOD
2063,1263125,1,1,1,1,721,0,7,6,PLAINWOOD
2064,1263175,1,1,1,1,822,2,7,21,E05
2065,1263352,1,1,1,1,762,0,1,15,E18
2066,1263353,1,1,1,1,762,0,1,15,E18
2067,1263434,1,0,0,1,541,4,29,20,PLAINSTEEL
2068,1263436,1,0,0,1,273,7,7,6,PLAINWOOD
2069,1263447,1,0,0,1,12,4,29,19,PLAINSTEEL
2070,1265520,1,0,0,1,157,4,29,4,PLAINSTEEL
2071,1265532,1,1,1,1,192,2,7,6,E32
2072,1265533,1,0,0,1,558,8,7,12,PLAINWOOD
2073,1265599,1,1,1,1,27,0,7,6,E32
2074,1266662,1,1,1,1,807,0,7,6,E32
2075,1266677,1,1,1,1,197,0,1,21,PLAINWOOD
2076,1266678,1,1,1,1,197,0,1,21,PLAINWOOD
2077,1266682,1,1,1,1,797,0,7,6,E32
2078,1266687,1,1,1,1,571,0,0,21,PLAINWOOD
2079,1266705,1,1,1,1,185,0,1,21,E01
2080,1266720,1,1,1,1,175,0,8,6,E02
2081,1266721,1,1,1,1,219,0,8,6,E05
2082,1266832,1,1,1,1,71,0,7,6,E18
2083,1266862,1,0,0,1,552,0,8,12,PLAINWOOD
2084,1266903,1,1,1,1,118,0,19,6,PLAINSTEEL
2085,1266943,1,1,1,1,558,2,7,6,PLAINWOOD
2086,1266971,1,1,1,1,552,0,7,7,PLAINWOOD
2087,1266974,1,1,1,1,185,0,7,7,E32
2088,1267764,1,0,0,1,762,2,7,6,E32
2089,1267792,1,0,0,1,717,7,7,12,PLAINWOOD
2090,1267863,1,0,0,0,430,4,18,19,PLAINSTEEL
2091,1267865,1,0,0,0,419,4,18,19,PLAINSTEEL
2092,1268395,1,0,0,0,385,4,24,5,PLAINSTEEL
2093,1267881,1,0,0,0,395,4,24,5,PLAINSTEEL
2094,1267903,1,0,0,0,366,4,18,5,PLAINSTEEL
2095,1267908,1,0,0,0,398,4,24,5,PLAINSTEEL
2096,1267913,1,1,1,1,822,0,0,21,PLAINWOOD
2097,1267914,1,1,1,1,591,2,0,6,PLAINWOOD
2098,1267920,1,1,1,1,809,0,0,21,PLAINWOOD
2099,1267921,1,1,1,1,809,2,0,21,PLAINWOOD
2100,1267924,1,0,0,1,22,0,7,6,PLAINWOOD
2101,1267928,1,1,1,1,812,2,7,21,PLAINWOOD
2102,1267934,1,1,1,1,593,2,7,6,PLAINWOOD
2103,1267943,1,1,1,1,822,2,27,21,PLAINSTEEL
2104,1267945,1,1,1,1,588,2,27,6,PLAINSTEEL
2105,1267957,1,0,0,1,797,9,7,12,PLAINWOOD
2106,1267958,1,1,1,1,648,0,8,21,E32
2107,1267970,1,1,1,1,633,0,25,21,PLAINSTEEL
2108,1268012,1,1,1,1,720,0,7,6,E32
2109,1268040,1,1,1,1,599,2,7,6,PLAINWOOD
2110,1268281,1,1,1,1,558,2,8,6,PLAINWOOD
2111,1268283,1,1,1,1,558,0,8,6,PLAINWOOD
2112,1268289,1,1,1,1,776,0,1,21,PLAINWOOD
2113,1268292,1,1,1,1,561,0,1,21,PLAINWOOD
2114,1268341,1,1,1,1,721,0,4,21,PLAINWOOD
2115,1268342,1,1,1,1,118,0,8,6,PLAINWOOD
2116,1268345,1,1,1,1,185,0,7,6,PLAINWOOD
2117,1268350,1,1,1,1,776,0,7,21,PLAINWOOD
2118,1268395,1,0,0,0,385,4,24,5,PLAINSTEEL
2119,1269173,1,1,1,1,786,0,19,6,PLAINSTEEL
2120,1269197,1,1,1,1,185,0,0,21,E01
2121,1269201,1,1,1,1,571,5,8,21,PLAINWOOD
2122,1269203,1,0,0,1,197,9,1,12,E02
2123,1269204,1,0,0,1,197,9,1,12,E02
2124,1269207,1,1,1,1,797,0,1,6,E02
2125,1269209,1,1,1,1,648,0,1,6,E02
2126,1269216,1,0,0,1,26,2,27,6,PLAINSTEEL
2127,1269217,1,0,0,1,26,8,27,6,PLAINSTEEL
2128,1269254,1,1,1,1,640,0,25,6,PLAINSTEEL
2129,1269272,1,1,1,1,867,0,7,15,E02
2130,1269295,1,0,0,1,26,2,7,12,E18
2131,1269306,1,1,1,1,820,0,1,15,PLAINWOOD
2132,1269362,1,1,1,1,873,0,0,21,E32
2133,1269370,1,0,0,1,317,8,10,12,E32
2134,1269374,1,0,0,1,566,0,10,6,PLAINWOOD
2135,1269382,1,1,1,1,118,0,7,6,E01
2136,1269423,1,1,1,1,822,0,1,21,E18
2137,1269425,1,1,1,1,581,0,7,21,PLAINWOOD
2138,1269429,1,1,1,1,624,0,7,6,PLAINWOOD
2139,1269433,1,1,1,1,709,0,7,6,E32
2140,1270528,1,0,0,1,453,5,8,12,E32
2141,1271754,1,1,1,1,493,0,7,21,PLAINWOOD
2142,1271127,1,0,0,1,51,0,1,12,E02
2143,1271140,1,1,1,1,540,0,1,21,PLAINWOOD
2144,1271144,1,1,1,1,552,0,0,21,PLAINWOOD
2145,1271159,1,1,1,1,185,9,0,6,PLAINWOOD
2146,1271166,1,0,0,0,445,0,1,6,PLAINWOOD
2147,1271173,1,0,0,1,22,2,0,12,E18
2148,1271189,1,0,0,1,881,4,28,19,PLAINSTEEL
2149,1271190,1,0,0,1,836,4,28,19,PLAINSTEEL
2150,1271222,1,0,0,0,389,2,7,5,PLAINWOOD
2151,1271223,1,0,0,0,439,2,7,5,PLAINWOOD
2152,1271267,1,0,0,1,185,0,1,13,E18
2153,1271268,1,1,1,1,913,9,7,21,PLAINWOOD
2154,1271275,1,0,0,1,776,0,8,6,E05
2155,1271281,1,1,1,1,571,0,30,6,PLAINSTEEL
2156,1271282,1,1,1,1,571,0,7,21,PLAINWOOD
2157,1271283,1,0,0,1,913,9,7,12,PLAINWOOD
2158,1271297,1,0,0,1,197,9,7,12,E05
2159,1271298,1,1,1,1,197,0,7,21,PLAINWOOD
2160,1271299,1,1,1,1,197,0,7,21,PLAINWOOD
2161,1271300,1,1,1,1,797,0,7,21,PLAINWOOD
2162,1271303,1,1,1,1,317,0,1,6,E02
2163,1271304,1,1,1,1,317,0,1,6,E02
2164,1271332,1,1,1,1,772,0,0,6,PLAINWOOD
2165,1271333,1,1,1,1,772,0,1,6,PLAINWOOD
2166,1271334,1,1,1,1,772,0,1,6,PLAINWOOD
2167,1271335,1,1,1,1,240,0,0,6,PLAINWOOD
2168,1271336,1,1,1,1,240,0,0,6,PLAINWOOD
2169,1271337,1,1,1,1,240,0,1,6,PLAINWOOD
2170,1271338,1,1,1,1,240,0,1,6,PLAINWOOD
2171,1271354,1,1,1,1,591,2,3,6,PLAINWOOD
2172,1271360,1,0,0,1,244,5,30,16,E32
2173,1271370,1,1,1,1,492,0,7,21,PLAINWOOD
2174,1278044,1,0,0,1,197,9,0,12,E18
2175,1278049,1,0,0,1,197,9,1,12,E02
2176,1278058,1,1,1,1,786,2,7,7,PLAINWOOD
2177,1278066,1,0,0,1,317,0,8,6,E05
2178,1278080,1,0,0,1,786,0,25,12,PLAINSTEEL
2179,1278086,1,0,0,1,765,0,8,6,E01
2180,1278105,1,0,0,1,217,0,11,6,E18
2181,1278140,1,0,0,1,175,8,8,12,E32
2182,1278153,1,1,1,1,118,0,7,6,E01
2183,1278156,1,0,0,1,118,0,0,6,E32
2184,1278179,1,0,0,1,26,2,6,6,E18
2185,1278180,1,0,0,1,26,2,6,6,E01
2186,1278202,1,0,0,0,475,5,1,13,E02
2187,1278254,1,0,0,1,776,0,7,6,E05
2188,1278276,1,0,0,1,788,0,1,12,PLAINWOOD
2189,1278288,1,0,0,1,185,0,0,12,E32
2190,1278300,1,0,0,1,185,2,7,6,E32
2191,1278302,1,1,1,1,786,2,25,15,PLAINSTEEL
2192,1278304,1,0,0,1,185,0,8,6,E32
2193,1278307,1,1,1,1,776,0,1,7,PLAINWOOD
2194,1278308,1,1,1,1,786,2,30,15,PLAINSTEEL
2195,1278314,1,0,0,1,185,7,7,13,E18
2196,1278334,1,0,0,1,327,0,1,12,E01
2197,1278335,1,0,0,1,327,0,1,12,E01
2198,1278341,1,0,0,1,327,9,1,12,E32
2199,1278352,1,1,1,1,797,0,7,6,PLAINWOOD
2200,1278353,1,0,0,1,776,7,7,12,PLAINWOOD
2201,1278373,1,0,0,1,51,0,8,6,E32
2202,1278374,1,1,1,1,185,0,1,21,E32
2203,1278376,1,1,1,1,562,0,0,6,PLAINWOOD
2204,1278380,1,1,1,1,566,0,0,6,PLAINWOOD
2205,1278382,1,1,1,1,547,0,7,6,PLAINWOOD
2206,1278384,1,1,1,1,774,0,7,6,PLAINWOOD
2207,1278385,1,1,1,1,774,0,7,6,PLAINWOOD
2208,1278403,1,1,1,1,786,2,8,6,PLAINWOOD
2209,1278405,1,1,1,1,317,0,1,21,PLAINWOOD
2210,1278409,1,0,0,1,786,9,1,12,PLAINWOOD
2211,1278411,1,0,0,1,338,7,8,12,PLAINWOOD
2212,1278413,1,0,0,1,197,7,8,12,PLAINWOOD
2213,1278414,1,1,1,1,338,0,8,21,PLAINWOOD
2214,1278446,1,1,1,1,192,3,0,6,PLAINWOOD
2215,1279399,1,1,1,1,821,0,7,6,PLAINWOOD
2216,1279412,1,1,1,1,786,0,19,21,PLAINSTEEL
2217,1279426,1,0,0,1,317,8,7,12,E01
2218,1279428,1,0,0,1,786,0,7,12,E01
2219,1279442,1,0,0,1,765,0,7,12,E32
2220,1279445,1,0,0,1,317,0,1,13,E01
2221,1279450,1,1,1,1,721,0,1,22,PLAINWOOD
2222,1279458,1,0,0,1,317,8,4,6,E02
2223,1279462,1,0,0,1,175,0,8,12,E18
2224,1279523,1,1,1,1,776,0,25,15,PLAINSTEEL
2225,1279524,1,1,1,1,776,0,25,15,PLAINSTEEL
2226,1279535,1,0,0,1,175,9,1,12,E05
2227,1279538,1,0,0,1,175,0,8,6,E32
2228,1279551,1,1,1,1,48,0,7,6,E32
2229,1279555,1,0,0,1,185,9,1,13,E32
2230,1279556,1,0,0,1,185,9,7,13,E01
2231,1279569,1,1,1,1,552,0,30,15,PLAINSTEEL
2232,1279572,1,0,0,1,776,0,1,12,PLAINWOOD
2233,1279588,1,0,0,0,357,0,7,6,PLAINWOOD
2234,1279595,1,1,1,1,219,0,1,6,E18
2235,1279598,1,1,1,1,51,0,8,6,E32
2236,1279636,1,0,0,1,51,0,7,12,E01
2237,1279639,1,0,0,1,47,0,8,12,E02
2238,1279640,1,0,0,1,867,0,7,12,E05
2239,1279641,1,0,0,1,867,0,7,12,E32
2240,1279642,1,1,1,1,786,0,30,21,PLAINSTEEL
2241,1279654,1,1,1,1,317,0,0,6,E01
2242,1279666,1,0,0,1,1,0,21,6,PLAINSTEEL
2243,1279669,1,0,0,1,137,0,21,6,PLAINSTEEL
2244,1279670,1,0,0,1,29,7,3,13,E01
2245,1279676,1,1,1,1,813,0,3,6,PLAINWOOD
2246,1279679,1,0,0,1,776,8,7,13,E01
2247,1279692,1,0,0,1,716,5,25,16,PLAINSTEEL
2248,1279726,1,0,0,1,317,0,8,6,E05
2249,1279731,1,0,0,1,14,0,1,12,PLAINWOOD
2250,1279733,1,0,0,0,851,7,7,7,PLAINWOOD
2251,1279734,1,0,0,0,286,7,7,7,PLAINWOOD
2252,1279747,1,0,0,1,244,0,25,15,E01
2253,1279760,1,1,1,1,776,0,25,15,PLAINSTEEL
2254,1279779,1,0,0,1,22,8,7,6,E18
2255,1282934,1,0,0,1,51,0,1,6,E32
2256,1282935,1,1,1,1,197,0,1,21,E02
2257,1282937,1,0,0,1,338,9,0,12,E18
2258,1282945,1,1,1,1,197,9,0,6,E18
2259,1282961,1,1,1,1,786,0,0,21,PLAINWOOD
2260,1282988,1,0,0,1,797,0,8,6,E05
2261,1282990,1,1,1,1,797,0,8,6,PLAINWOOD
2262,1283013,1,0,0,1,175,0,0,12,E05
2263,1283018,1,0,0,1,705,0,1,5,PLAINWOOD
2264,1283024,1,0,0,1,829,2,7,12,PLAINWOOD
2265,1283025,1,0,0,1,222,0,7,12,PLAINWOOD
2266,1283027,1,0,0,1,329,2,7,12,PLAINWOOD
2267,1283051,1,1,1,1,786,10,25,6,PLAINSTEEL
2268,1283053,1,1,1,1,185,10,25,6,PLAINSTEEL
2269,1283055,1,1,1,1,20,0,28,6,PLAINSTEEL
2270,1283067,1,1,1,1,552,10,7,21,PLAINWOOD
2271,1283068,1,1,1,1,552,10,7,21,PLAINWOOD
2272,1283087,1,0,0,1,822,2,7,12,E18
2273,1283102,1,1,1,1,786,0,0,6,E05
2274,1283245,1,0,0,1,822,2,0,12,E32
2275,1283258,1,1,1,1,327,5,1,6,PLAINWOOD
2276,1283259,1,0,0,1,338,5,1,6,PLAINWOOD
2277,1283261,1,0,0,1,185,5,8,12,E32
2278,1283271,1,0,0,1,406,0,1,6,E01
2279,1283272,1,1,1,1,542,0,1,21,PLAINWOOD
2280,1283282,1,1,1,1,765,0,25,6,PLAINSTEEL
2281,1283292,1,0,0,1,219,0,0,12,E18
2282,1283296,1,1,1,1,822,2,7,21,E02
2283,1283306,1,0,0,1,317,7,1,12,E32
2284,1283309,1,1,1,1,764,0,1,6,E18
